url,source,summary,title
https://www.baenegocios.com/sociedad/El-origen-del-coronavirus-la-OMS-sugiere-un-eslabon-perdido-20210329-0197.html,BAE Negocios,"El origen del coronavirus: la OMS sugiere un ""eslabón perdido""","El origen del coronavirus: la OMS sugiere un ""eslabón perdido"""
https://www.baenegocios.com/mundo/AMPLIA-2Ecuador-dispone-cierre-de-playas-durante-feriado-de-Semana-Santa-por-el-covid-19-20210329-0218.html,BAE Negocios,AMPLÍA 2Ecuador dispone cierre de playas durante feriado de Semana Santa por el covid-19,AMPLÍA 2Ecuador dispone cierre de playas durante feriado de Semana Santa por el covid-19
https://www.baenegocios.com/politica/El-misterio-de-la-cinta-roja-en-la-muneca-de-Alberto-Fernandez-y-algunos-ministros-A-que-se-debe-20210329-0195.html,BAE Negocios,El misterio de la cinta roja en la muñeca de Alberto Fernández y algunos ministros: ¿A qué se debe?,El misterio de la cinta roja en la muñeca de Alberto Fernández y algunos ministros: ¿A qué se debe?
https://www.baenegocios.com/mundo/Bolsonaro-sustituye-a-ministro-de-Relaciones-Exteriores-tras-polemica-con-parlamentarios-20210329-0213.html,BAE Negocios,Bolsonaro sustituye a ministro de Relaciones Exteriores tras polémica con parlamentarios,Bolsonaro sustituye a ministro de Relaciones Exteriores tras polémica con parlamentarios
https://www.lanacion.com.ar/economia/campo/granos-advierten-que-crece-el-desacople-con-los-precios-internacionales-nid29032021/,La Nacion,Granos: advierten que crece el desacople con los precios internacionales,Granos: advierten que crece el desacople con los precios internacionales
https://www.lanacion.com.ar/sociedad/coronavirus-en-argentina-hoy-mapa-de-casos-y-estadisticas-al-29-de-marzo-nid30032021/,La Nacion,Coronavirus en Argentina hoy: mapa de casos y estadísticas al 29 de marzo,Coronavirus en Argentina hoy: mapa de casos y estadísticas al 29 de marzo
https://www.lanacion.com.ar/politica/duro-comunicado-el-circulo-de-ingenieros-convoco-a-la-oposicion-a-generar-una-gran-alianza-electoral-nid30032021/,La Nacion,Duro comunicado: el Círculo de Ingenieros convocó a la oposición a generar una gran alianza electoral,Duro comunicado: el Círculo de Ingenieros convocó a la oposición a generar una gran alianza electoral
https://www.lanacion.com.ar/politica/es-un-colador-el-gobernador-de-misiones-le-mostro-a-sabina-frederic-la-porosa-frontera-con-brasil-nid30032021/,La Nacion,“Es un colador”. El gobernador de Misiones le mostró a Sabina Frederic la “porosa” frontera con Brasil,“Es un colador”. El gobernador de Misiones le mostró a Sabina Frederic la “porosa” frontera con Brasil
https://www.baenegocios.com/mundo/Las-noticias-destacadas-del-mundo-hoy-lunes-29-de-marzo-20210329-0222.html,BAE Negocios,Las noticias destacadas del mundo hoy lunes 29 de marzo,Las noticias destacadas del mundo hoy lunes 29 de marzo
https://www.baenegocios.com/sociedad/Coronavirus-en-Argentina-cuantos-casos-se-registraron-hoy-lunes-29-de-marzo-20210329-0208.html,BAE Negocios,Coronavirus en Argentina hoy: récord de casos en lo que va del año,Coronavirus en Argentina hoy: récord de casos en lo que va del año
