date	screen_name	text	fav	retweet	url	is_rt	followers_count	friends_count
Thu Oct 21 05:08:12 +0000 2021	ignaventu	"#Espert: Viendo las estupideces que dice Victoria Tolosa Paz…
#TolosaPaz: Más Respeto Espert. Respeto.
Espert: No, si usted dice estupideces, dice estupideces sea hombre o mujer o se sienta una planta…
Tolosa Paz: Respeto.

El congreso va a ser un aula de secundario #DebateBsAs https://t.co/0GTQVavNj4"	9	2	https://twitter.com/ignaventu/status/1451052678415482881	False	32	52
Thu Oct 21 05:06:55 +0000 2021	LucioPizarro	#DebateBsAs #DebateBuenosAires Tolosa Paz se fumó un porro antes del debate o que?	2	0	https://twitter.com/LucioPizarro/status/1451052357354090497	False	45	638
Thu Oct 21 05:03:51 +0000 2021	nehgev	"@todonoticias @alfredocornejo @PatoBullrich 
uds le martillaban la cabeza a la gent,q si las fuerzas d seguridad t pedia el DNI se lo tnias q dar,ahora a Macri lo cita la justicia,no se tiene q presentar? #MMNoSeToca #DebateBuenosAires #debate #DebateProvincia #DebateBsAs #DebateTN #21Oct"	0	0	https://twitter.com/nehgev/status/1451051582657810439	False	3	98
Thu Oct 21 05:02:24 +0000 2021	adrianataj	"RT @JorRausch: 🔴 #Memoria 

Para VICTORIA TOLOSA PAZ (el kirchnerismo✌🏽🚩), hablar de nuestros familiares muertos por #Covid19, es hablar de…"	0	41	https://twitter.com/adrianataj/status/1451051217753452544	False	93	418
Thu Oct 21 04:56:49 +0000 2021	MariuGonza10	"RT @TvVallez: @MariaLujan_Rey #DerrotaPaz es una pobre #inexperta guaranga, como toda kirchnerista. 
Si @mauriciomacri #Macri no existiera,…"	0	2	https://twitter.com/MariuGonza10/status/1451049812737105920	False	1556	2458
Thu Oct 21 04:55:01 +0000 2021	BichoRa78930785	"RT @JorRausch: La pregunta del “colo” @diegosantilli que destrozó a Victoria Tolosa Paz 
#Debateprovincia 
#DebateBsAs 
#debate 
#DebateBue…"	0	18	https://twitter.com/BichoRa78930785/status/1451049361056665600	False	933	1653
Thu Oct 21 04:54:49 +0000 2021	CarmenGrossi2	"RT @JorRausch: 🔴 #Memoria 

Para VICTORIA TOLOSA PAZ (el kirchnerismo✌🏽🚩), hablar de nuestros familiares muertos por #Covid19, es hablar de…"	0	41	https://twitter.com/CarmenGrossi2/status/1451049309160366084	False	2449	3605
Thu Oct 21 04:52:10 +0000 2021	Clau79012652	"RT @LibresPilar: 📌 #DebateBsAs
🕛 A las 22hs Florencio Randazzo va estar debatiendo por Buenos Aires, junto a Victoria Tolosa Paz, Cynthia H…"	0	25	https://twitter.com/Clau79012652/status/1451048643763613696	False	21	48
Thu Oct 21 04:51:31 +0000 2021	eduvitullo	RT @crmarcosmosca: La cara de #espert cuando #derrotapaz decía #pelotudeces sin fundamento. #VerguenzaNacional escuchar a #derrotapaz #deba…	0	1	https://twitter.com/eduvitullo/status/1451048481364271104	False	107	362
Thu Oct 21 04:50:43 +0000 2021	anitamiraglia	RT @StellaM605: Pregunto: Los Bonaerenses y toda la gente del país..No se miran en el espejo de la ciudad? Les gustaría que todo el país se…	0	23	https://twitter.com/anitamiraglia/status/1451048277298712590	False	4153	3931
Thu Oct 21 04:47:52 +0000 2021	pabloscarpa1	Muy mal Tolosa y Santilli. En realidad no había manera de que puedan hacer un debate ya que representa el desastre nacional #DebateBsAs	0	0	https://twitter.com/pabloscarpa1/status/1451047560441856004	False	31	68
Thu Oct 21 04:47:45 +0000 2021	aevaio47	"RT @JorRausch: 🔴 #Memoria 

Para VICTORIA TOLOSA PAZ (el kirchnerismo✌🏽🚩), hablar de nuestros familiares muertos por #Covid19, es hablar de…"	0	41	https://twitter.com/aevaio47/status/1451047532746862593	False	1002	816
Thu Oct 21 04:47:34 +0000 2021	MeroiDr	"RT @JorRausch: La pregunta del “colo” @diegosantilli que destrozó a Victoria Tolosa Paz 
#Debateprovincia 
#DebateBsAs 
#debate 
#DebateBue…"	0	18	https://twitter.com/MeroiDr/status/1451047485095309319	False	1106	3752
Thu Oct 21 04:46:23 +0000 2021	nehgev	@Cronistacom @GugaLusto querés reparar lo d la 125?Ahora vas contra el peón,el operario,el técnico etc?Recuerdo q el campo cortó una ruta nacional,se dió vuelta tu proyecto y x suerte ninguno terminó como Santiago Maldonado. #DebateBuenosAires #debate #DebateProvincia #DebateBsAs #DebateTN	0	0	https://twitter.com/nehgev/status/1451047188222693377	False	3	98
Thu Oct 21 04:45:21 +0000 2021	eduvitullo	"RT @PaKCar1975: Cómo será de INOPERANTE que ni siquiera Cristina la quiere.
#derrotaPaz
#DebateBsAs"	0	3	https://twitter.com/eduvitullo/status/1451046926699347969	False	107	362
Thu Oct 21 04:44:40 +0000 2021	GriMaca13	"RT @DANYD8: #DebateBsAs Propuestas de Derrota Paz ah pero Macri ! 
Ah pero Macri ! Ah pero Macri!
Ah pero Macri!!!! I N F U M A B  L E ! ht…"	0	43	https://twitter.com/GriMaca13/status/1451046757157126155	False	1001	1039
Thu Oct 21 04:42:51 +0000 2021	michma82	RT @LACUCHILLERA_: VICTORIA ANTES DE ARRANCAR SE TOMÓ UN:   #DebateBsAs https://t.co/m5QXP5Rxx8	0	8	https://twitter.com/michma82/status/1451046299126611968	False	166	586
Thu Oct 21 04:42:43 +0000 2021	MeroiDr	RT @jorgecorchomat: #DerrotaPaz y dale con #Vidal No podes explicar las ordenes de detenciones de tu #Jefa el voto en la @ONU_es a favor de…	0	23	https://twitter.com/MeroiDr/status/1451046265580515330	False	1106	3752
Thu Oct 21 04:42:25 +0000 2021	OLIV4020	"RT @Trocaster: Resumiendo...
Derrota Paz
#DebateBuenosAires
#DebateBsAs https://t.co/crFV27QIXS"	0	47	https://twitter.com/OLIV4020/status/1451046189315543040	False	46	682
Thu Oct 21 04:42:15 +0000 2021	MeroiDr	"RT @BalbuenaDavEze: ""Basta de imposición en ideología de género. Con los chicos no se metan"" #CynthiaHotton #DebateBsAs #HottonenTN https:/…"	0	12	https://twitter.com/MeroiDr/status/1451046148626472962	False	1106	3752
Thu Oct 21 04:41:41 +0000 2021	OLIV4020	RT @MarceTanaYQue: Derrota Paz en #DebateBsAs 👇🏼 https://t.co/gU6foweZn6	0	15	https://twitter.com/OLIV4020/status/1451046005617664002	False	46	682
Thu Oct 21 04:41:10 +0000 2021	michma82	"RT @JorRausch: 🔴 #Memoria 

Para VICTORIA TOLOSA PAZ (el kirchnerismo✌🏽🚩), hablar de nuestros familiares muertos por #Covid19, es hablar de…"	0	41	https://twitter.com/michma82/status/1451045875715878913	False	166	586
Thu Oct 21 04:40:38 +0000 2021	OLIV4020	"RT @DANYD8: #DebateBsAs Propuestas de Derrota Paz ah pero Macri ! 
Ah pero Macri ! Ah pero Macri!
Ah pero Macri!!!! I N F U M A B  L E ! ht…"	0	43	https://twitter.com/OLIV4020/status/1451045739900059648	False	46	682
Thu Oct 21 04:40:28 +0000 2021	michma82	"RT @JorRausch: 🔴 #EsJuntos 

#Debateprovincia 
#DebateBsAs 
#debate 
#DebateBuenosAires 

El #14Nov votamos a #JxC 

“No es armar un #Vacun…"	0	8	https://twitter.com/michma82/status/1451045697906696192	False	166	586
Thu Oct 21 04:39:35 +0000 2021	xorxe_l	"RT @DANYD8: #DebateBsAs Propuestas de Derrota Paz ah pero Macri ! 
Ah pero Macri ! Ah pero Macri!
Ah pero Macri!!!! I N F U M A B  L E ! ht…"	0	43	https://twitter.com/xorxe_l/status/1451045477026123780	False	590	1142
Thu Oct 21 04:39:30 +0000 2021	FresquetMiguel	"RT @Anonymou5____: Quien está ganando el debate?
Sean sinceros más allá del favoritismo
Se agradece el RT y la compartida
#DebateBsAs #Deba…"	0	14	https://twitter.com/FresquetMiguel/status/1451045456058847233	False	1221	3565
Thu Oct 21 04:38:57 +0000 2021	MeroiDr	RT @ZilOliv_: La verdad: entierren a Perón definitivamente o nos hundimos. Vivir del pasado atrasa e impide crecer. #DebateBsAs A dormir.	0	7	https://twitter.com/MeroiDr/status/1451045316426305537	False	1106	3752
Thu Oct 21 04:34:03 +0000 2021	puffexcondesae1	"RT @JorRausch: #DebateBsAs 
#DebateProvincia 
#DebateTN 
“No, Cynthia, no @CynthiaHotton”, le reitera #Bonelli mientras Tolosa Paz - que nu…"	0	6	https://twitter.com/puffexcondesae1/status/1451044083938455556	False	3847	3789
