date	screen_name	text	fav	retweet	url
Thu Oct 14 13:46:48 +0000 2021	Cheitta1	RT @LucasDeJesusOk: Patinó Milei. No supo, siquiera, apegarse a reglas que pactaron entre los candidatos. Bregman, al igual que su carrera…	0	265	https://twitter.com/Cheitta1/status/1448646471494995984
Thu Oct 14 13:46:46 +0000 2021	HanoiSrta	RT @sanlil4: Hola @mariuvidal sabías quiénes hicieron el primer vacunatorioVip? Tu partido JxCPRO quitándoles dosis a trabajadores esencial…	0	111	https://twitter.com/HanoiSrta/status/1448646463282565122
Thu Oct 14 13:46:45 +0000 2021	SophieLilNugget	RT @Jota33628963: #DebateCapital Myriam la que voto a favor de los violadores habla de seguridad. La que no sabe como como abrir un kiosko…	0	8	https://twitter.com/SophieLilNugget/status/1448646460287844365
Thu Oct 14 13:46:45 +0000 2021	vitodumasvito	RT @Kariv51: El 14N Todos con Santoro #DebateCapital #TodosSomosAnibal #Milei #Iñaki https://t.co/l9N8Eo79KE	0	10	https://twitter.com/vitodumasvito/status/1448646459474124800
Thu Oct 14 13:46:43 +0000 2021	revistaanfibia	#DebateCapital | Los leés en 👉 https://t.co/xcckYlWBnF https://t.co/LpI0ccdNnL	6	1	https://twitter.com/revistaanfibia/status/1448646454076010503
Thu Oct 14 13:46:40 +0000 2021	carsua6	RT @SantoroLeandro: ¿Alguno recuerda alguna política pública durante la pandemia del jefe de gobierno?  #DebateCapital https://t.co/vsmHuFs…	0	551	https://twitter.com/carsua6/status/1448646440234860546
Thu Oct 14 13:46:37 +0000 2021	zaratus_FF10	"RT @Osvaldo_Balossi: ¿Que hizo Larreta para ayudarnos durante la pandemia? NADA.
Impecable explicación de @SantoroLeandro. Hoy en el #Debat…"	0	120	https://twitter.com/zaratus_FF10/status/1448646427136065542
Thu Oct 14 13:46:37 +0000 2021	fernandacimat	RT @SantoroLeandro: Se fugaron un FMI. #DebateCapital https://t.co/p3TmQmwGc3	0	1508	https://twitter.com/fernandacimat/status/1448646426540478475
Thu Oct 14 13:46:35 +0000 2021	mvj_90	RT @DrCKambourian: En el #DebateCapital el candidato del FdT dijo que “a nadie le faltó una cama”. Lara murio en el piso, porque le faltó u…	0	1923	https://twitter.com/mvj_90/status/1448646420840419335
Thu Oct 14 13:46:35 +0000 2021	Gorriz70	RT @loderaulo: Bregman educación le echa la culpa a Vidal que explotó una escuela por desidia.  #DebateCapital cuando los zurdos decían que…	0	7	https://twitter.com/Gorriz70/status/1448646418051207184
Thu Oct 14 13:46:33 +0000 2021	PatoVarela29	"RT @emicerezo: ¿Quién quedó mejor posicionado tras el #DebateCapital?

#MaríaEugeniaVidal #LeandroSantoro #JavierMilei #MyriamBregman"	0	2	https://twitter.com/PatoVarela29/status/1448646411390685184
Thu Oct 14 13:46:32 +0000 2021	NahuelEstebanD1	"RT @Farodelibertad_: Este minuto es extraordinario.
#MileiContraTodos
#DebateCapital https://t.co/S4z3brl3Pf"	0	624	https://twitter.com/NahuelEstebanD1/status/1448646406625923089
Thu Oct 14 13:46:32 +0000 2021	Demian18325523	RT @DrCKambourian: En el #DebateCapital el candidato del FdT dijo que “a nadie le faltó una cama”. Lara murio en el piso, porque le faltó u…	0	1923	https://twitter.com/Demian18325523/status/1448646404411252748
Thu Oct 14 13:46:28 +0000 2021	el_choripanero	RT @SantoroLeandro: Se fugaron un FMI. #DebateCapital https://t.co/p3TmQmwGc3	0	1508	https://twitter.com/el_choripanero/status/1448646390947606544
Thu Oct 14 13:46:28 +0000 2021	Gorriz70	"RT @loderaulo: #DebateCapital  Santoro por que no ponés directamente ah pero Macri y no hablés nada.
Sos un desastre."	0	8	https://twitter.com/Gorriz70/status/1448646390402273292
Thu Oct 14 13:46:27 +0000 2021	MechiCOk	"A Santoro lo mandaron en pelotas y con la pólvora mojada, se fue a dormir en posición fetal abrazado a la almohada 
#DebateCapital https://t.co/PHoR7HJ9zZ"	4	3	https://twitter.com/MechiCOk/status/1448646386925273097
Thu Oct 14 13:46:26 +0000 2021	JuncalLola	RT @PajaritaTW: Es raro ver a Vidal debatiendo con tres adolescentes universitarios #DebateCapital	0	48	https://twitter.com/JuncalLola/status/1448646381334188033
Thu Oct 14 13:46:25 +0000 2021	gladieesterisa	"RT @Kouk1424: #DebateCapital 
Dice Myriam Bregman que la pandemia se la debemos al capitalismo.
Avísenle que salió de China ... dónde reina…"	0	518	https://twitter.com/gladieesterisa/status/1448646378951905286
Thu Oct 14 13:46:24 +0000 2021	thsh4dow	"RT @duroms: Lo último que ve una falacia antes de ser catada
#DebateCapital https://t.co/yjVQeexMSJ"	0	164	https://twitter.com/thsh4dow/status/1448646373897768967
Thu Oct 14 13:46:23 +0000 2021	juansegh55	RT @vtolosapaz: Felicitaciones @SantoroLeandro por tu coherencia, honestidad y pasión al exponer las ideas y proyectos del @FrenteDeTodos.…	0	499	https://twitter.com/juansegh55/status/1448646366838751244
Thu Oct 14 13:46:22 +0000 2021	robertobellatti	RT @martintetaz: Esta es mi tapa preferida de @mariuvidal a @SantoroLeandro en el #DebateCapital https://t.co/z0Rt522qfi	0	987	https://twitter.com/robertobellatti/status/1448646365072875525
Thu Oct 14 13:46:19 +0000 2021	ceciliag7326	"RT @BonelliOK: #Encuesta 📢
¿Quién creés que fue el ganador del #DebateCapital en @adosvoces_tn 📺?🤔"	0	517	https://twitter.com/ceciliag7326/status/1448646353991585793
Thu Oct 14 13:46:17 +0000 2021	thsh4dow	"RT @DlvBruno: #DebateCapital Leandro Santoro intentando no decir ""Macri"" cada 4 palabras. https://t.co/bNPjOFdnjZ"	0	228	https://twitter.com/thsh4dow/status/1448646343614861324
Thu Oct 14 13:46:14 +0000 2021	09_gere	"RT @todonoticias: ""EXISTE UN FUTURO MEJOR SOLO SI ES LIBERAL"" | El mensaje de Javier Milei en su minuto de cierre en el #DebateCapital de A…"	0	507	https://twitter.com/09_gere/status/1448646330558009353
Thu Oct 14 13:46:12 +0000 2021	JuanCar81925252	RT @SantoroLeandro: No se construyó una escuela, no se amplió una fábrica, no se hizo un kilómetro de subte. Nadie sabe donde están los dol…	0	708	https://twitter.com/JuanCar81925252/status/1448646322932707332
Thu Oct 14 13:46:12 +0000 2021	AlbertoBettyRi1	RT @SantoroLeandro: Si todos sabemos dónde se venden las cosas robadas, es porque estamos perdiendo la lucha contra la inseguridad. Esto es…	0	380	https://twitter.com/AlbertoBettyRi1/status/1448646320948871175
Thu Oct 14 13:46:10 +0000 2021	andreadatri	"RT @todonoticias: ""Legalización de la Marihuana"", ""Ley de Humedales"", ""No a las Torres"", ""Etiquetado Frontal"" e ""Implementación de la ESI""…"	0	26	https://twitter.com/andreadatri/status/1448646313436844046
Thu Oct 14 13:46:10 +0000 2021	MarielaLazart04	RT @vtolosapaz: Felicitaciones @SantoroLeandro por tu coherencia, honestidad y pasión al exponer las ideas y proyectos del @FrenteDeTodos.…	0	499	https://twitter.com/MarielaLazart04/status/1448646312392642560
Thu Oct 14 13:46:09 +0000 2021	vivaguatemala0	"RT @laderechadiario: 🇦🇷 | Milei en #DebateCapital: ""Si tengo cosas en común con Trump y con Bolsonaro, ¿Qué problema hay?"" https://t.co/HnX…"	0	855	https://twitter.com/vivaguatemala0/status/1448646311385829402
Thu Oct 14 13:46:09 +0000 2021	JmcCalvo	RT @martintetaz: Esta es mi tapa preferida de @mariuvidal a @SantoroLeandro en el #DebateCapital https://t.co/z0Rt522qfi	0	987	https://twitter.com/JmcCalvo/status/1448646308474941440
Thu Oct 14 13:46:07 +0000 2021	thsh4dow	"RT @omararaujo: El Kirchnerismo hablando de Economía, Educación y Trabajo 

#DebateCapital https://t.co/sy50nFUa1G"	0	261	https://twitter.com/thsh4dow/status/1448646299708891142
Thu Oct 14 13:46:03 +0000 2021	BoyneVani	"RT @DKacciamani: En el #DebateCapital Vidal reconoce que se hubieran seguido endeudando. 
1) Mentira. Ya los privados no le prestaban más y…"	0	13	https://twitter.com/BoyneVani/status/1448646283405651972
Thu Oct 14 13:46:02 +0000 2021	LaSueca6	RT @JonyViale: María Eugenia Vidal destrozó a Leandro Santoro en el #debatecapital Si coincidís deja tu “Si” en un comentario y dale RT htt…	0	707	https://twitter.com/LaSueca6/status/1448646282159923215
Thu Oct 14 13:46:02 +0000 2021	Popy10132786	RT @JonyViale: María Eugenia Vidal destrozó a Leandro Santoro en el #debatecapital Si coincidís deja tu “Si” en un comentario y dale RT htt…	0	707	https://twitter.com/Popy10132786/status/1448646282008940545
Thu Oct 14 13:46:01 +0000 2021	befreeLiz	"RT @Farodelibertad_: Este minuto es extraordinario.
#MileiContraTodos
#DebateCapital https://t.co/S4z3brl3Pf"	0	624	https://twitter.com/befreeLiz/status/1448646274761125898
Thu Oct 14 13:45:57 +0000 2021	olgaaguirre1234	RT @DrCKambourian: En el #DebateCapital el candidato del FdT dijo que “a nadie le faltó una cama”. Lara murio en el piso, porque le faltó u…	0	1923	https://twitter.com/olgaaguirre1234/status/1448646260303355907
Thu Oct 14 13:45:57 +0000 2021	andiontheroad	RT @SantoroLeandro: No se construyó una escuela, no se amplió una fábrica, no se hizo un kilómetro de subte. Nadie sabe donde están los dol…	0	708	https://twitter.com/andiontheroad/status/1448646259489738754
Thu Oct 14 13:45:57 +0000 2021	elGordoTony_ok	"RT @todonoticias: #DebateCapital: Javier Milei quiso saludar, pero la respuesta no fue la esperada

#tnvideos #a2v https://t.co/ZCv60Najcj"	0	396	https://twitter.com/elGordoTony_ok/status/1448646259082870799
Thu Oct 14 13:45:54 +0000 2021	marceemilio333	"RT @somoscorta: 🟣 #DebateCapital 🗳️

Vidal le preguntó a Santoro si iba a pedir la renuncia de Aníbal Fernández y Santoro le retrucó: ""¿Qué…"	0	88	https://twitter.com/marceemilio333/status/1448646248668581889
Thu Oct 14 13:45:53 +0000 2021	Cheitta1	RT @halvarezulloa: Que orgullo que tenemos que tener que @mariuvidal sea la cabeza de lista de @juntoscambioar en la Ciudad. Seriedad, prop…	0	33	https://twitter.com/Cheitta1/status/1448646240770486274
Thu Oct 14 13:45:52 +0000 2021	JuanCar81925252	RT @SantoroLeandro: Trajeron los dólares, los pasaron a pesos, los multiplicaron con la tasa de interés, compraron más dólares y los sacaro…	0	244	https://twitter.com/JuanCar81925252/status/1448646240585936909
Thu Oct 14 13:45:52 +0000 2021	Charlie_g42	RT @JonyViale: María Eugenia Vidal destrozó a Leandro Santoro en el #debatecapital Si coincidís deja tu “Si” en un comentario y dale RT htt…	0	707	https://twitter.com/Charlie_g42/status/1448646240040734737
Thu Oct 14 13:45:48 +0000 2021	EduLopezLaCaja	RT @SantoroLeandro: Se fugaron un FMI. #DebateCapital https://t.co/p3TmQmwGc3	0	1508	https://twitter.com/EduLopezLaCaja/status/1448646223968100366
Thu Oct 14 13:45:48 +0000 2021	Rodrigo13521526	RT @martintetaz: Esta es mi tapa preferida de @mariuvidal a @SantoroLeandro en el #DebateCapital https://t.co/z0Rt522qfi	0	987	https://twitter.com/Rodrigo13521526/status/1448646220663066628
Thu Oct 14 13:45:47 +0000 2021	1xerx1	"RT @Fte_Izquierda: ⭕ Ya llegó @myriambregman al #DebateCapital llevando el reclamo por aparición con vida de #Tehuel 🏳️‍⚧️

✊🏼 Sumá tu apoy…"	0	260	https://twitter.com/1xerx1/status/1448646218897182735
Thu Oct 14 13:45:46 +0000 2021	Noecardozo46	RT @SantoroLeandro: No consiguieron vacunas, pero compraron barbijos a $3.000. No trajeron respiradores, pero alquilaron los hoteles de la…	0	685	https://twitter.com/Noecardozo46/status/1448646211636920333
Thu Oct 14 13:45:45 +0000 2021	jcvpositivo	RT @SantoroLeandro: Arshak es un agente de la Policía de la Ciudad que está desaparecido hace 30 meses. ¿Les parece algo normal? ¿Alguna ve…	0	1587	https://twitter.com/jcvpositivo/status/1448646208436666376
Thu Oct 14 13:45:43 +0000 2021	licanteros	RT @mariuvidal: La peor improvisación fue que, después de que votaste el 12 de septiembre, se pasaron una semana discutiendo cargos de pode…	0	416	https://twitter.com/licanteros/status/1448646201671237634
Thu Oct 14 13:45:40 +0000 2021	JDespuys	RT @DrCKambourian: En el #DebateCapital el candidato del FdT dijo que “a nadie le faltó una cama”. Lara murio en el piso, porque le faltó u…	0	1923	https://twitter.com/JDespuys/status/1448646188849197068
Thu Oct 14 13:45:40 +0000 2021	Marilda_I	"RT @marioraulnegri: Blanco sobre negro para los que todavía se hacen los distraídos:

Quirós o Ginés. Escuelas abiertas o cerradas. Turnos…"	0	721	https://twitter.com/Marilda_I/status/1448646187981033475
Thu Oct 14 13:45:36 +0000 2021	andreaCutini	RT @DuarteMati: A Myriam Bregman la asusta una taser, pero celebraba que con esto se le tirara a la cabeza a la Policía. #DebateCapital htt…	0	308	https://twitter.com/andreaCutini/status/1448646170255892489
Thu Oct 14 13:45:35 +0000 2021	Luis_Castro86	"Por culpa de Milei ahora vamos a pensar 4 veces antes de utilizar un concepto tan copado como el de falacia.
#DebateCapital https://t.co/2pM4t54mYL"	4	0	https://twitter.com/Luis_Castro86/status/1448646168909471756
Thu Oct 14 13:45:35 +0000 2021	CelesteBasal	RT @SantoroLeandro: Se fugaron un FMI. #DebateCapital https://t.co/p3TmQmwGc3	0	1508	https://twitter.com/CelesteBasal/status/1448646168121073666
Thu Oct 14 13:45:33 +0000 2021	CristianGalati1	RT @martintetaz: Esta es mi tapa preferida de @mariuvidal a @SantoroLeandro en el #DebateCapital https://t.co/z0Rt522qfi	0	987	https://twitter.com/CristianGalati1/status/1448646158495059968
Thu Oct 14 13:45:33 +0000 2021	Alejoserranob	RT @SantoroLeandro: Se fugaron un FMI. #DebateCapital https://t.co/p3TmQmwGc3	0	1508	https://twitter.com/Alejoserranob/status/1448646157631066137
Thu Oct 14 13:45:32 +0000 2021	Marilda_I	RT @alefinocchiaro: Como dijo @mariuvidal: “Este #14N vas a tener que elegir entre un país que libera presos y arma una justicia paralela o…	0	311	https://twitter.com/Marilda_I/status/1448646156632805380
Thu Oct 14 13:45:31 +0000 2021	Hector_Bareiro1	RT @SantoroLeandro: Gracias a todos y todas por seguir el debate. Digámosle sí al trabajo, sí a la educación, sí a la producción, sí a la s…	0	816	https://twitter.com/Hector_Bareiro1/status/1448646151679315973
Thu Oct 14 13:45:30 +0000 2021	DylanRubio05	RT @SantoroLeandro: No se construyó una escuela, no se amplió una fábrica, no se hizo un kilómetro de subte. Nadie sabe donde están los dol…	0	708	https://twitter.com/DylanRubio05/status/1448646144913920005
Thu Oct 14 13:45:29 +0000 2021	fdelavilla34	"RT @elnegroterrero: ¿Quien tuvo para vos mejor performance en el #DebateCapital? 

RT para hacerla más representativa."	0	15	https://twitter.com/fdelavilla34/status/1448646141550104579
Thu Oct 14 13:45:28 +0000 2021	janofro	RT @OctavioCrivaro: Habla Milei: palabra extraña, bla bla, se traba, grito hacia una mujer, bla bla, ciudad alemana, bla bla, es decir, bla…	0	30	https://twitter.com/janofro/status/1448646139582955529
Thu Oct 14 13:45:28 +0000 2021	AliciaA86495054	RT @AgenciaElVigia: #DebateCapital: Momento de tensión entre @mariuvidal y @SantoroLeandro al hablar sobre espionaje ilegal macrista https:…	0	67	https://twitter.com/AliciaA86495054/status/1448646136416256014
Thu Oct 14 13:45:27 +0000 2021	PPperonoelsapo	RT @SantoroLeandro: Arshak es un agente de la Policía de la Ciudad que está desaparecido hace 30 meses. ¿Les parece algo normal? ¿Alguna ve…	0	1587	https://twitter.com/PPperonoelsapo/status/1448646133136326657
Thu Oct 14 13:45:27 +0000 2021	horizontelibero	"RT @DanteForesi: Vidal reclama por la coparticipación que ella dice que le robaron a CABA, y que cuando era ""orgullosamente bonaerense"" dec…"	0	258	https://twitter.com/horizontelibero/status/1448646131886354442
Thu Oct 14 13:45:25 +0000 2021	chech0batista	"#DebateCapital

@mariuvidal,dijo que se preocupa por la salud pública   😳

#MentimeQueMeGusta

Ajá.    👇 https://t.co/xfCX4TCUnc"	9	14	https://twitter.com/chech0batista/status/1448646126161170432
Thu Oct 14 13:45:25 +0000 2021	heccass	RT @DrCKambourian: En el #DebateCapital el candidato del FdT dijo que “a nadie le faltó una cama”. Lara murio en el piso, porque le faltó u…	0	1923	https://twitter.com/heccass/status/1448646126056271874
Thu Oct 14 13:45:25 +0000 2021	Celona41320604	"RT @JuliCappa7: #GanóSantoro en el #DebateCapital 📺

➡️ Esta noche tuvimos la oportunidad de contar nuestras ideas y propuestas. 

➡️ Pudim…"	0	6	https://twitter.com/Celona41320604/status/1448646125880176652
Thu Oct 14 13:45:25 +0000 2021	nqn_fernando	"RT @DanteForesi: Vidal reclama por la coparticipación que ella dice que le robaron a CABA, y que cuando era ""orgullosamente bonaerense"" dec…"	0	258	https://twitter.com/nqn_fernando/status/1448646125452333072
Thu Oct 14 13:45:22 +0000 2021	daPABLO_S	"RT @laderechadiario: 🇦🇷 | Milei en #DebateCapital: ""Si tengo cosas en común con Trump y con Bolsonaro, ¿Qué problema hay?"" https://t.co/HnX…"	0	855	https://twitter.com/daPABLO_S/status/1448646111640514560
Thu Oct 14 13:45:20 +0000 2021	martingualdieri	RT @SantoroLeandro: Arshak es un agente de la Policía de la Ciudad que está desaparecido hace 30 meses. ¿Les parece algo normal? ¿Alguna ve…	0	1587	https://twitter.com/martingualdieri/status/1448646103126052870
Thu Oct 14 13:45:16 +0000 2021	maria52926280	RT @SantoroLeandro: Administran mal los recursos materiales. Tanto que le regalaron patrulleros de la Ciudad a los municipios del PRO para…	0	172	https://twitter.com/maria52926280/status/1448646087703597064
Thu Oct 14 13:45:16 +0000 2021	BelaVergara1	RT @tavitoa87: Resumen del #DebateCapital https://t.co/jyk49Gbz0Y	0	149	https://twitter.com/BelaVergara1/status/1448646087380647944
Thu Oct 14 13:45:16 +0000 2021	victcris10	RT @atlanticsurff: Mi ciela Myriam Bregman dice en el #DebateCapital que siempre está al lado de la víctimas, la misma Myriam Bregman que v…	0	2642	https://twitter.com/victcris10/status/1448646087095500800
Thu Oct 14 13:45:16 +0000 2021	CesarCiorciari	RT @alefinocchiaro: Como dijo @mariuvidal: “Este #14N vas a tener que elegir entre un país que libera presos y arma una justicia paralela o…	0	311	https://twitter.com/CesarCiorciari/status/1448646086642577409
Thu Oct 14 13:45:14 +0000 2021	SophieLilNugget	RT @antikjuntos: Parece que Myriam Bregman está temblando y ya quiere que saquen a Milei. Se victimiza con su condición de mujer, típico de…	0	150	https://twitter.com/SophieLilNugget/status/1448646080787369984
Thu Oct 14 13:45:13 +0000 2021	NPandemia	"RT @NPandemia: #DebateCapital 

Voten al director de la orquesta que mejor ejecute la sinfonía que compusieron los que tenés entre las pier…"	0	1	https://twitter.com/NPandemia/status/1448646075401719828
Thu Oct 14 13:45:11 +0000 2021	janofro	RT @fedeberg80: Milei no está acostumbrado a debatir en serio, por fuera de las publinotas que le hacen en La Nación+ y América TV. Mucho m…	0	13	https://twitter.com/janofro/status/1448646067717750801
Thu Oct 14 13:45:11 +0000 2021	RociooSaancheez	"RT @Sebapintor_: Resumen del debate:
Santoro: AH PERO MACRI
Vidal: AH PERO EL KIRCHNERISMO
Bregman: AH PERO MILEI
Milei: *Tira datos*
Moder…"	0	430	https://twitter.com/RociooSaancheez/status/1448646066052685824
Thu Oct 14 13:45:10 +0000 2021	VictorC89442615	"RT @Osvaldo_Balossi: ¿Que hizo Larreta para ayudarnos durante la pandemia? NADA.
Impecable explicación de @SantoroLeandro. Hoy en el #Debat…"	0	120	https://twitter.com/VictorC89442615/status/1448646063208865801
Thu Oct 14 13:45:05 +0000 2021	maria52926280	RT @SantoroLeandro: Ahora, si todos sabemos dónde se cometen los delitos, ¿por qué sigue pasando? Porque tenemos un problema en la conducci…	0	122	https://twitter.com/maria52926280/status/1448646040106639365
Thu Oct 14 13:45:03 +0000 2021	DelaEmiliano	"RT @DanteForesi: Vidal reclama por la coparticipación que ella dice que le robaron a CABA, y que cuando era ""orgullosamente bonaerense"" dec…"	0	258	https://twitter.com/DelaEmiliano/status/1448646034016456712
Thu Oct 14 13:45:03 +0000 2021	janofro	"RT @xavidell: Llegan adhesiones:
""Mí hijo (11 años) me dice ""te acordás cuando del caño le dijo lame botas a Macri"" jajajajaja estamos vien…"	0	7	https://twitter.com/janofro/status/1448646032527532033
Thu Oct 14 13:45:00 +0000 2021	g_lecchi	RT @SantoroLeandro: Si todos sabemos dónde se venden las cosas robadas, es porque estamos perdiendo la lucha contra la inseguridad. Esto es…	0	380	https://twitter.com/g_lecchi/status/1448646021592936460
Thu Oct 14 13:44:58 +0000 2021	janofro	"RT @OctavioCrivaro: Basta. En serio. Ya fue.
#MyriamAlCongreso #DebateCapital https://t.co/89drp2uTDS"	0	48	https://twitter.com/janofro/status/1448646012457734146
Thu Oct 14 13:44:56 +0000 2021	MVirginiaArg	RT @SantoroLeandro: No se construyó una escuela, no se amplió una fábrica, no se hizo un kilómetro de subte. Nadie sabe donde están los dol…	0	708	https://twitter.com/MVirginiaArg/status/1448646005260369925
Thu Oct 14 13:44:55 +0000 2021	Lechuck20071	"RT @todonoticias: 💬 ""QUIERO PEDIRLE AL PRESIDENTE QUE LE PIDA LA RENUNCIA A ANÍBAL FERNÁNDEZ"" | María Eugenia Vidal, de Juntos por el Cambi…"	0	564	https://twitter.com/Lechuck20071/status/1448645998004211724
Thu Oct 14 13:44:52 +0000 2021	janofro	RT @duroms: Esta casta es una falacia; todo es falacia, he visto muchas falacias, pero esto ha sido la mayor falacias dentro de las falacia…	0	362	https://twitter.com/janofro/status/1448645985329041414
Thu Oct 14 13:44:47 +0000 2021	quepodriaser123	"RT @mariuvidal: Para algunos, la educación es garantizar el viaje de egresados y no las clases; que el adoctrinamiento sea un ""debate formi…"	0	508	https://twitter.com/quepodriaser123/status/1448645967067029506
Thu Oct 14 13:44:47 +0000 2021	juancarlosbojan	RT @cristianritondo: Mientras unos hablan y gritan, ella hizo y hace. @mariuvidal gracias por representar en el #DebateCapital el cambio en…	0	248	https://twitter.com/juancarlosbojan/status/1448645964105879553
Thu Oct 14 13:44:44 +0000 2021	SilveradoSimon	"RT @elnegroterrero: ¿Quien tuvo para vos mejor performance en el #DebateCapital? 

RT para hacerla más representativa."	0	15	https://twitter.com/SilveradoSimon/status/1448645955062960148
Thu Oct 14 13:44:44 +0000 2021	janofro	RT @izquierdadiario: #MyriamAlCongreso en su minuto de presentación en #DebateCapital por TN https://t.co/yKZ5q9VGf3	0	229	https://twitter.com/janofro/status/1448645951401250832
Thu Oct 14 13:44:40 +0000 2021	maria_nabel	"RT @MLauraAssis: #DebateCapital 

@myriambregman se le olvidó decir que solo en agosto Brasil creó más de 372.265 empleos formales y en lo…"	0	168	https://twitter.com/maria_nabel/status/1448645935001587721
Thu Oct 14 13:44:34 +0000 2021	AJulianez	"RT @luisbremer: ""Cuantas vacunas trajo el Jefe de Gobierno? NINGUNA"" @SantoroLeandro 
#DebateCapital https://t.co/EebuXJs8YV"	0	178	https://twitter.com/AJulianez/status/1448645909982580741
Thu Oct 14 13:44:34 +0000 2021	ElianaBaliani	RT @DaroNieto: El kirchnerismo piensa que el camino es regalar viajes de egresados  y adoctrinar a los pibes en las escuelas. Para nosotros…	0	17	https://twitter.com/ElianaBaliani/status/1448645909760249856
Thu Oct 14 13:44:29 +0000 2021	DacilLanza	"#DebateCapital Fallidos, gestos y saludos: cómo fue el detrás de escena del debate televisivo
https://t.co/4eeZkM8C27"	5	0	https://twitter.com/DacilLanza/status/1448645888692264961
Thu Oct 14 13:44:28 +0000 2021	diesebgar	RT @martintetaz: Muy bien @mariuvidal ganando el #DebateCapital por goleada https://t.co/Re5j1mRvYG	0	537	https://twitter.com/diesebgar/status/1448645887022952449
Thu Oct 14 13:44:28 +0000 2021	barcademar	RT @SantoroLeandro: Se fugaron un FMI. #DebateCapital https://t.co/p3TmQmwGc3	0	1508	https://twitter.com/barcademar/status/1448645886620233741
Thu Oct 14 13:44:26 +0000 2021	msrpicardias	RT @martintetaz: Esta es mi tapa preferida de @mariuvidal a @SantoroLeandro en el #DebateCapital https://t.co/z0Rt522qfi	0	987	https://twitter.com/msrpicardias/status/1448645876491059206
Thu Oct 14 13:44:23 +0000 2021	DanielA55888068	RT @DrCKambourian: En el #DebateCapital el candidato del FdT dijo que “a nadie le faltó una cama”. Lara murio en el piso, porque le faltó u…	0	1923	https://twitter.com/DanielA55888068/status/1448645865766195200
Thu Oct 14 13:44:23 +0000 2021	margaritapolim1	RT @DrCKambourian: En el #DebateCapital el candidato del FdT dijo que “a nadie le faltó una cama”. Lara murio en el piso, porque le faltó u…	0	1923	https://twitter.com/margaritapolim1/status/1448645864159801348
Thu Oct 14 13:44:22 +0000 2021	janofro	"RT @Fte_Izquierda: 📻 @myriambregman en @UrbanaPlayFm junto a @odonnellmaria:

💬 ""Si las PASO fue una campaña vacía, anoche el #DebateCapita…"	0	15	https://twitter.com/janofro/status/1448645861601263637
Thu Oct 14 13:44:22 +0000 2021	diesebgar	RT @nadiaurruty: Momento épico de Vidal en el #DebateCapital Che, Santoro, ya fue el relato!! No pueden estar un minuto sin pasar vergüenza…	0	231	https://twitter.com/diesebgar/status/1448645860816867338
Thu Oct 14 13:44:22 +0000 2021	Celona41320604	RT @SantoroLeandro: No se construyó una escuela, no se amplió una fábrica, no se hizo un kilómetro de subte. Nadie sabe donde están los dol…	0	708	https://twitter.com/Celona41320604/status/1448645860351377420
Thu Oct 14 13:44:21 +0000 2021	gk_jor	RT @SantoroLeandro: Desde que el macrismo gobierna la Ciudad, todos los años faltan 20 mil vacantes. Y aunque parezca increíble, su insensi…	0	981	https://twitter.com/gk_jor/status/1448645857067163656
Thu Oct 14 13:44:19 +0000 2021	iinesmar	RT @martintetaz: Esta es mi tapa preferida de @mariuvidal a @SantoroLeandro en el #DebateCapital https://t.co/z0Rt522qfi	0	987	https://twitter.com/iinesmar/status/1448645846719885317
Thu Oct 14 13:44:18 +0000 2021	oscar_omendezz	RT @yamilsantoro: Muy superior @mariuvidal al resto en el #DebateCapital	0	503	https://twitter.com/oscar_omendezz/status/1448645844702429192
Thu Oct 14 13:44:18 +0000 2021	thsh4dow	RT @duroms: Esta casta es una falacia; todo es falacia, he visto muchas falacias, pero esto ha sido la mayor falacias dentro de las falacia…	0	362	https://twitter.com/thsh4dow/status/1448645844140318732
Thu Oct 14 13:44:17 +0000 2021	AliciaLuB	"RT @DanteForesi: Vidal reclama por la coparticipación que ella dice que le robaron a CABA, y que cuando era ""orgullosamente bonaerense"" dec…"	0	258	https://twitter.com/AliciaLuB/status/1448645842223583241
Thu Oct 14 13:44:16 +0000 2021	zuletefik05	"RT @Osvaldo_Balossi: ¿Que hizo Larreta para ayudarnos durante la pandemia? NADA.
Impecable explicación de @SantoroLeandro. Hoy en el #Debat…"	0	120	https://twitter.com/zuletefik05/status/1448645836276068363
Thu Oct 14 13:44:16 +0000 2021	PabloRGonzlez1	"RT @todonoticias: MINUTO DE CIERRE DE MARÍA EUGENIA VIDAL | ""No nos rindamos"" https://t.co/2JLP7R4gg0 #debatecapital en A DOS VOCES https:/…"	0	105	https://twitter.com/PabloRGonzlez1/status/1448645834225160194
Thu Oct 14 13:44:14 +0000 2021	Celona41320604	RT @SantoroLeandro: No consiguieron vacunas, pero compraron barbijos a $3.000. No trajeron respiradores, pero alquilaron los hoteles de la…	0	685	https://twitter.com/Celona41320604/status/1448645826234839046
Thu Oct 14 13:44:13 +0000 2021	janofro	"RT @Patriciodc: Entra la banda loca para hacerle el aguante a @myriambregman en #DebateCapital 
#MyriamAlCongreso https://t.co/xrRHT4gqZR"	0	12	https://twitter.com/janofro/status/1448645825123389447
Thu Oct 14 13:44:12 +0000 2021	PPperonoelsapo	RT @cervecerojj: El colmó del cinismo Maria Eugenia Vidal, en el debate pide que le devuelvan puntos de cooparticipacion a CABA y se lo saq…	0	33	https://twitter.com/PPperonoelsapo/status/1448645817514950656
