year	combustible	region	m3
2014	KEROSENE_DOMESTICO	CL-RM	75654
2014	KEROSENE_DOMESTICO	CL-VS	5303
2014	KEROSENE_DOMESTICO	CL-LI	6964
2014	KEROSENE_DOMESTICO	CL-ML	6609
2014	KEROSENE_DOMESTICO	CL-BI	9281
2014	KEROSENE_DOMESTICO	CL-LL	4897
2014	KEROSENE_DOMESTICO	CL-AI	1555
2014	KEROSENE_DOMESTICO	CL-MA	438
2014	KEROSENE_DOMESTICO	CL-LR	2310
2014	KEROSENE_DOMESTICO	CL-AP	1132
2014	P_COMBUSTIBLE_180	CL-TA	715
2014	P_COMBUSTIBLE_180	CL-AN	10192
2014	P_COMBUSTIBLE_180	CL-AT	5121
2014	P_COMBUSTIBLE_180	CL-CO	4324
2014	P_COMBUSTIBLE_180	CL-AR	0
2014	P_COMBUSTIBLE_180	CL-RM	473
2014	P_COMBUSTIBLE_180	CL-VS	294351
2014	P_COMBUSTIBLE_180	CL-LI	763
2014	P_COMBUSTIBLE_180	CL-ML	598
2014	P_COMBUSTIBLE_180	CL-BI	62131
2014	P_COMBUSTIBLE_180	CL-LL	3666
2014	P_COMBUSTIBLE_180	CL-AI	0
2014	P_COMBUSTIBLE_180	CL-MA	0
2014	P_COMBUSTIBLE_180	CL-LR	0
2014	P_COMBUSTIBLE_180	CL-AP	0
2014	P_COMBUSTIBLE_5	CL-TA	176
2014	P_COMBUSTIBLE_5	CL-AN	49
2014	P_COMBUSTIBLE_5	CL-AT	937
2014	P_COMBUSTIBLE_5	CL-CO	28
2014	P_COMBUSTIBLE_5	CL-AR	68
2014	P_COMBUSTIBLE_5	CL-RM	68
2014	P_COMBUSTIBLE_5	CL-VS	970
2014	P_COMBUSTIBLE_5	CL-LI	57
2014	P_COMBUSTIBLE_5	CL-ML	58
2014	P_COMBUSTIBLE_5	CL-BI	857
2014	P_COMBUSTIBLE_5	CL-LL	1826
2014	P_COMBUSTIBLE_5	CL-AI	35
2014	P_COMBUSTIBLE_5	CL-MA	71
2014	P_COMBUSTIBLE_5	CL-LR	3257
2014	P_COMBUSTIBLE_5	CL-AP	438
2014	P_COMBUSTIBLE_6	CL-TA	66955
2014	P_COMBUSTIBLE_6	CL-AN	106120
2014	P_COMBUSTIBLE_6	CL-AT	34998
2014	P_COMBUSTIBLE_6	CL-CO	2902
2014	P_COMBUSTIBLE_6	CL-AR	12819
2014	P_COMBUSTIBLE_6	CL-RM	6157
2014	P_COMBUSTIBLE_6	CL-VS	15952
2014	P_COMBUSTIBLE_6	CL-LI	35501
2014	P_COMBUSTIBLE_6	CL-ML	83403
2014	P_COMBUSTIBLE_6	CL-BI	281746
2014	P_COMBUSTIBLE_6	CL-LL	24833
2014	P_COMBUSTIBLE_6	CL-AI	981
2014	P_COMBUSTIBLE_6	CL-MA	295
2014	P_COMBUSTIBLE_6	CL-LR	41530
2014	P_COMBUSTIBLE_6	CL-AP	29763
2014	P_DIESEL_A1	CL-TA	0
2014	P_DIESEL_A1	CL-AN	0
2014	P_DIESEL_A1	CL-AT	0
2014	P_DIESEL_A1	CL-CO	0
2014	P_DIESEL_A1	CL-AR	0
2014	P_DIESEL_A1	CL-RM	1665920
2014	P_DIESEL_A1	CL-VS	11905
2014	P_DIESEL_A1	CL-LI	10750
2014	P_DIESEL_A1	CL-ML	0
2014	P_DIESEL_A1	CL-BI	0
2014	P_DIESEL_A1	CL-LL	0
2014	P_DIESEL_A1	CL-AI	0
2014	P_DIESEL_A1	CL-MA	0
2014	P_DIESEL_A1	CL-LR	0
2014	P_DIESEL_A1	CL-AP	0
2014	P_DIESEL_B1	CL-TA	523625
2014	P_DIESEL_B1	CL-AN	1649120
2014	P_DIESEL_B1	CL-AT	438023
2014	P_DIESEL_B1	CL-CO	294458
2014	P_DIESEL_B1	CL-AR	259944
2014	P_DIESEL_B1	CL-RM	17
2014	P_DIESEL_B1	CL-VS	536116
2014	P_DIESEL_B1	CL-LI	229448
2014	P_DIESEL_B1	CL-ML	362411
2014	P_DIESEL_B1	CL-BI	608757
2014	P_DIESEL_B1	CL-LL	384885
2014	P_DIESEL_B1	CL-AI	163176
2014	P_DIESEL_B1	CL-MA	196322
2014	P_DIESEL_B1	CL-LR	325955
2014	P_DIESEL_B1	CL-AP	288904
2014	P_DIESEL_B2	CL-TA	30592
2014	P_DIESEL_B2	CL-AN	47209
2014	P_DIESEL_B2	CL-AT	30027
2014	P_DIESEL_B2	CL-CO	28855
2014	P_DIESEL_B2	CL-AR	21312
2014	P_DIESEL_B2	CL-RM	0
2014	P_DIESEL_B2	CL-VS	17769
2014	P_DIESEL_B2	CL-LI	16381
2014	P_DIESEL_B2	CL-ML	9871
2014	P_DIESEL_B2	CL-BI	57007
2014	P_DIESEL_B2	CL-LL	49976
2014	P_DIESEL_B2	CL-AI	4845
2014	P_DIESEL_B2	CL-MA	335
2014	P_DIESEL_B2	CL-LR	3107
2014	P_DIESEL_B2	CL-AP	5597
2014	P_DIESEL_INVERNAL	CL-TA	6243
2014	P_DIESEL_INVERNAL	CL-AN	22661
2014	P_DIESEL_INVERNAL	CL-AT	3656
2014	P_DIESEL_INVERNAL	CL-CO	957
2014	P_DIESEL_INVERNAL	CL-AR	193
2014	P_DIESEL_INVERNAL	CL-RM	0
2014	P_DIESEL_INVERNAL	CL-VS	2876
2014	P_DIESEL_INVERNAL	CL-LI	456
2014	P_DIESEL_INVERNAL	CL-ML	397
2014	P_DIESEL_INVERNAL	CL-BI	2189
2014	P_DIESEL_INVERNAL	CL-LL	1384
2014	P_DIESEL_INVERNAL	CL-AI	921
2014	P_DIESEL_INVERNAL	CL-MA	856
2014	P_DIESEL_INVERNAL	CL-LR	670
2014	P_DIESEL_INVERNAL	CL-AP	602
